Price,Close,High,Low,Open,Volume
Ticker,DOGE-EUR,DOGE-EUR,DOGE-EUR,DOGE-EUR,DOGE-EUR
Date,,,,,
2024-09-01,0.09161599725484848,0.09243299812078476,0.09083600342273712,0.09225399792194366,274611800
2024-09-02,0.08633500337600708,0.09173300117254257,0.0854090005159378,0.09161599725484848,384360729
2024-09-03,0.08955799788236618,0.09010399878025055,0.08523000031709671,0.08633500337600708,419210397
2024-09-04,0.08754199743270874,0.09096899628639221,0.08752600103616714,0.08955799788236618,358121128
2024-09-05,0.08847100287675858,0.08971799910068512,0.08415199816226959,0.08753900229930878,523095335
2024-09-06,0.08847499638795853,0.08921299874782562,0.08688300102949142,0.08847100287675858,407619633
2024-09-07,0.08339300006628036,0.0894400030374527,0.08061999827623367,0.08847499638795853,723994978
2024-09-08,0.08589699864387512,0.08621799945831299,0.08278699964284897,0.08339300006628036,371540089
2024-09-09,0.08666300028562546,0.08737699687480927,0.08480200171470642,0.08589699864387512,344322765
2024-09-10,0.0940840020775795,0.09469299763441086,0.08645100146532059,0.08666300028562546,632577441
2024-09-11,0.09320300072431564,0.09466499835252762,0.09224099665880203,0.0940840020775795,422104050
2024-09-12,0.09207499772310257,0.0934389978647232,0.08913300186395645,0.09320300072431564,483362998
2024-09-13,0.09278800338506699,0.09320200234651566,0.09114599972963333,0.09207499772310257,396907345
2024-09-14,0.0966079980134964,0.09770900011062622,0.09192100167274475,0.09278800338506699,609362601
2024-09-15,0.09515000134706497,0.09700799733400345,0.09442199766635895,0.09660699963569641,384470204
2024-09-16,0.09283699840307236,0.09596999734640121,0.09253200143575668,0.09515000134706497,386824144
2024-09-17,0.08957699686288834,0.09300799667835236,0.08844300359487534,0.0928409993648529,475101065
2024-09-18,0.09091299772262573,0.09217000007629395,0.0888499990105629,0.08957900106906891,431741063
2024-09-19,0.09320200234651566,0.09320700168609619,0.0894239991903305,0.09091299772262573,494430779
2024-09-20,0.09411799907684326,0.09595999866724014,0.09320200234651566,0.09320200234651566,588319091
2024-09-21,0.09437700361013412,0.09612400084733963,0.09295400232076645,0.09411799907684326,532549615
2024-09-22,0.09851700067520142,0.09880799800157547,0.09319599717855453,0.09437700361013412,449671913
2024-09-23,0.09529700130224228,0.0985179990530014,0.09319300204515457,0.09851700067520142,431007039
2024-09-24,0.09734299778938293,0.09770800173282623,0.09385599941015244,0.09529700130224228,579989947
2024-09-25,0.0980909988284111,0.09873200207948685,0.09632900357246399,0.09734299778938293,633085634
2024-09-26,0.09748999774456024,0.09909799695014954,0.09717799723148346,0.0980909988284111,625910246
2024-09-27,0.10573200136423111,0.10756999999284744,0.09621100127696991,0.09748999774456024,1205769179
2024-09-28,0.11074099689722061,0.11450699716806412,0.10493899881839752,0.10573200136423111,1224425944
2024-09-29,0.11520999670028687,0.11811300367116928,0.10796800255775452,0.11074099689722061,1298100260
2024-09-30,0.11162299662828445,0.11663799732923508,0.1116039976477623,0.11520899832248688,767238123
2024-10-01,0.10274899750947952,0.11161799728870392,0.10212700068950653,0.11161799728870392,877056231
2024-10-02,0.09674300253391266,0.10752800107002258,0.09408199787139893,0.10274799913167953,1204051765
2024-10-03,0.09483999758958817,0.098860003054142,0.09284800291061401,0.09674300253391266,823981016
2024-10-04,0.0952410027384758,0.0966470018029213,0.09196200221776962,0.09483999758958817,748381371
2024-10-05,0.09950699657201767,0.10061299800872803,0.09511300176382065,0.0952410027384758,610242532
2024-10-06,0.09969700127840042,0.1002350002527237,0.09809400141239166,0.09950699657201767,356839198
2024-10-07,0.1016170009970665,0.10258200019598007,0.09880899637937546,0.09969700127840042,396791724
2024-10-08,0.0990070030093193,0.10497099906206131,0.0990070030093193,0.1016170009970665,773711690
2024-10-09,0.09752999991178513,0.09989699721336365,0.09611299633979797,0.09900400042533875,560403859
2024-10-10,0.09864900261163712,0.10145799815654755,0.09723900258541107,0.09752999991178513,610312196
2024-10-11,0.09692999720573425,0.09913700073957443,0.09459000080823898,0.09864799678325653,685212973
2024-10-12,0.1011900007724762,0.10174799710512161,0.09670799970626831,0.09692999720573425,594429595
2024-10-13,0.10181400179862976,0.102401003241539,0.10002300143241882,0.1011900007724762,474293263
2024-10-14,0.10174500197172165,0.10235200077295303,0.09940999746322632,0.10181400179862976,524235943
2024-10-15,0.1069289967417717,0.1076970025897026,0.10019899904727936,0.10174600034952164,951499265
2024-10-16,0.10798799991607666,0.10892300307750702,0.10135699808597565,0.1069289967417717,1256282944
2024-10-17,0.1158209964632988,0.11917199939489365,0.10649900138378143,0.10798700153827667,2090636411
2024-10-18,0.11973000317811966,0.12061700224876404,0.11162199825048447,0.1158209964632988,1437879425
2024-10-19,0.12623800337314606,0.1293410062789917,0.11971800029277802,0.11973199993371964,2039679503
2024-10-20,0.1329289972782135,0.13478399813175201,0.12621699273586273,0.12623800337314606,1746218293
2024-10-21,0.13073399662971497,0.1335899978876114,0.12654800713062286,0.1329279989004135,1340543825
2024-10-22,0.13285699486732483,0.13775299489498138,0.12794700264930725,0.13073499500751495,1918742955
2024-10-23,0.1292250007390976,0.13667599856853485,0.12660899758338928,0.13285699486732483,1525878832
2024-10-24,0.12847399711608887,0.1302489936351776,0.12372399866580963,0.12922699749469757,1327199880
2024-10-25,0.13117599487304688,0.13255800306797028,0.12630900740623474,0.1297760009765625,1247005252
2024-10-26,0.12130200117826462,0.13159599900245667,0.11901900172233582,0.13117800652980804,1350737176
2024-10-27,0.1271750032901764,0.12761400640010834,0.12114100158214569,0.12130200117826462,877656027
2024-10-28,0.13367000222206116,0.13509100675582886,0.12597200274467468,0.1271750032901764,1046019973
2024-10-29,0.14897100627422333,0.14980199933052063,0.13079200685024261,0.13366900384426117,2845506675
2024-10-30,0.16251599788665771,0.16601799428462982,0.14866800606250763,0.1489730030298233,3498567784
2024-10-31,0.15485699474811554,0.16409200429916382,0.1521269977092743,0.16251599788665771,2135909351
2024-11-01,0.14826500415802002,0.15913599729537964,0.14379799365997314,0.15485699474811554,2033839885
2024-11-02,0.14643700420856476,0.15485000610351562,0.14199000597000122,0.14826500415802002,2213516795
2024-11-03,0.1465039998292923,0.15022100508213043,0.14353999495506287,0.1464419960975647,1234279613
2024-11-04,0.13929499685764313,0.14678999781608582,0.13181599974632263,0.1465039998292923,2037061033
2024-11-05,0.14562200009822845,0.1468150019645691,0.13665099442005157,0.13929499685764313,2337511091
2024-11-06,0.15564300119876862,0.1640080064535141,0.14546799659729004,0.14562100172042847,3745810769
2024-11-07,0.18325500190258026,0.19901899993419647,0.1553889960050583,0.15565000474452972,11363094680
2024-11-08,0.17892499268054962,0.1898999959230423,0.1725970059633255,0.18325500190258026,4018646088
2024-11-09,0.1884949952363968,0.19262699782848358,0.17881399393081665,0.17892499268054962,3813589583
2024-11-10,0.2040960043668747,0.20500700175762177,0.1844950020313263,0.18849299848079681,4002789309
2024-11-11,0.26051199436187744,0.2768389880657196,0.2027360051870346,0.2041269987821579,13909483043
2024-11-12,0.32778400182724,0.3278599977493286,0.2576639950275421,0.26051199436187744,18372349184
2024-11-13,0.36002200841903687,0.40997299551963806,0.31282201409339905,0.32778400182724,37616917962
2024-11-14,0.37812501192092896,0.40767499804496765,0.3358219861984253,0.3600179851055145,26771326794
2024-11-15,0.3435100018978119,0.3935700058937073,0.33781901001930237,0.37812501192092896,14784018580
2024-11-16,0.3595750033855438,0.3643699884414673,0.33654600381851196,0.34357500076293945,11021949593
2024-11-17,0.34496399760246277,0.36974599957466125,0.3426460027694702,0.3595750033855438,7135693764
2024-11-18,0.3478969931602478,0.35426801443099976,0.3240540027618408,0.3449670076370239,7433501335
2024-11-19,0.3508780002593994,0.3587000072002411,0.3405120074748993,0.3479059934616089,7925094510
2024-11-20,0.36895298957824707,0.3953169882297516,0.3474009931087494,0.35087600350379944,12151752324
2024-11-21,0.35794299840927124,0.374985009431839,0.34785300493240356,0.36893799901008606,7613608172
2024-11-22,0.3702490031719208,0.3751719892024994,0.35075899958610535,0.35794299840927124,7691701725
2024-11-23,0.39634498953819275,0.4023610055446625,0.36418700218200684,0.3702569901943207,13046230803
2024-11-24,0.4127579927444458,0.4583030045032501,0.3892830014228821,0.39634498953819275,20036112808
2024-11-25,0.41021499037742615,0.4342750012874603,0.3848789930343628,0.412759006023407,11654420467
2024-11-26,0.3766289949417114,0.41703900694847107,0.3634690046310425,0.4102270007133484,9358057219
2024-11-27,0.3694570064544678,0.38972800970077515,0.3492240011692047,0.3765999972820282,8432722510
2024-11-28,0.3801549971103668,0.38626301288604736,0.363970011472702,0.3694530129432678,6048391111
2024-11-29,0.3806900084018707,0.40486299991607666,0.3717019855976105,0.38014599680900574,5639182439
2024-11-30,0.4025000035762787,0.41295498609542847,0.3786830008029938,0.3806909918785095,6397758824
2024-12-01,0.39891400933265686,0.4109100103378296,0.3925960063934326,0.4024989902973175,5295373011
2024-12-02,0.41731899976730347,0.4251439869403839,0.39487001299858093,0.3989109992980957,7903419501
2024-12-03,0.40441200137138367,0.437281996011734,0.3849560022354126,0.41734400391578674,12448852485
2024-12-04,0.38809001445770264,0.4078249931335449,0.37192800641059875,0.4044150114059448,8908299758
2024-12-05,0.4109089970588684,0.41446301341056824,0.3820030093193054,0.3880600035190582,7672091619
2024-12-06,0.4067299962043762,0.44053998589515686,0.3890340030193329,0.4108569920063019,14437290825
2024-12-07,0.41199401021003723,0.4183560013771057,0.3979179859161377,0.40418800711631775,6305502195
2024-12-08,0.4293909966945648,0.440885990858078,0.40860798954963684,0.411996990442276,7689242895
2024-12-09,0.4422760009765625,0.45741501450538635,0.4240480065345764,0.429394006729126,7733710504
2024-12-10,0.39294201135635376,0.4422779977321625,0.36458200216293335,0.4422779977321625,11209317236
2024-12-11,0.37461599707603455,0.4002529978752136,0.34880998730659485,0.39294499158859253,10689412308
2024-12-12,0.3945479989051819,0.3989799916744232,0.3575490117073059,0.37460899353027344,6349869262
2024-12-13,0.38815099000930786,0.4029510021209717,0.3836109936237335,0.39455100893974304,5347553851
2024-12-14,0.3893919885158539,0.39243999123573303,0.38184601068496704,0.38815200328826904,3631967327
2024-12-15,0.3789519965648651,0.39288800954818726,0.3695859909057617,0.3893919885158539,3014435850
2024-12-16,0.3865790069103241,0.39012500643730164,0.37412700057029724,0.37894898653030396,2525701076
2024-12-17,0.38218098878860474,0.39326900243759155,0.3743650019168854,0.3866010010242462,3699936844
2024-12-18,0.3757550120353699,0.39029499888420105,0.37321600317955017,0.3821820020675659,3447753116
2024-12-19,0.3459149897098541,0.37731999158859253,0.3438180088996887,0.3757590055465698,5554961181
2024-12-20,0.30398300290107727,0.3525649905204773,0.29204100370407104,0.34592199325561523,9229339139
2024-12-21,0.3045710027217865,0.31655099987983704,0.2544940114021301,0.30397099256515503,10942722009
2024-12-22,0.30771899223327637,0.3349519968032837,0.3022089898586273,0.30457600951194763,6591839480
2024-12-23,0.299219012260437,0.3106729984283447,0.29308199882507324,0.30767399072647095,3944504685
2024-12-24,0.311616986989975,0.31509700417518616,0.29077601432800293,0.29922500252723694,4219789073
2024-12-25,0.32382500171661377,0.3265950083732605,0.30410298705101013,0.311616986989975,3016411157
2024-12-26,0.3214859962463379,0.32777899503707886,0.31349700689315796,0.32382699847221375,2441350570
2024-12-27,0.2996169924736023,0.3245219886302948,0.29650598764419556,0.3214710056781769,2412964489
2024-12-28,0.2983419895172119,0.31095099449157715,0.2971220016479492,0.2996160089969635,2069122233
2024-12-29,0.31062400341033936,0.3124839961528778,0.29836100339889526,0.29836100339889526,1352256004
2024-12-30,0.301362007856369,0.31543299555778503,0.298768013715744,0.3106229901313782,1586563949
2024-12-31,0.30129000544548035,0.3087500035762787,0.29492801427841187,0.301362007856369,2428456080
2025-01-01,0.3050059974193573,0.3160170018672943,0.29732099175453186,0.3012939989566803,2130031970
2025-01-02,0.31331300735473633,0.31525200605392456,0.30118200182914734,0.3050070106983185,1480333418
2025-01-03,0.32977500557899475,0.3327679932117462,0.3132990002632141,0.31331300735473633,3121537653
2025-01-04,0.3677859902381897,0.37604498863220215,0.32707399129867554,0.32977500557899475,4677315381
2025-01-05,0.3828209936618805,0.3859739899635315,0.3665870130062103,0.36778900027275085,4297839442
2025-01-06,0.37123098969459534,0.38530299067497253,0.36494699120521545,0.3828220069408417,2517417538
2025-01-07,0.37363100051879883,0.37893399596214294,0.3653329908847809,0.371163010597229,2828688394
2025-01-08,0.3369309902191162,0.38311898708343506,0.3369159996509552,0.3736259937286377,5106143635
2025-01-09,0.3318609893321991,0.3430370092391968,0.3172909915447235,0.3369300067424774,4282682986
2025-01-10,0.31166601181030273,0.3356649875640869,0.3058739900588989,0.3318600058555603,3510424711
2025-01-11,0.32562801241874695,0.3289090096950531,0.3116460144519806,0.3116630017757416,3142195783
2025-01-12,0.33249300718307495,0.33917900919914246,0.3218199908733368,0.32562699913978577,1424746662
2025-01-13,0.3279860019683838,0.3344759941101074,0.3243589997291565,0.3324880003929138,1402627792
2025-01-14,0.3296020030975342,0.3371120095252991,0.304951012134552,0.32798299193382263,3618270333
2025-01-15,0.34554100036621094,0.35061898827552795,0.32780200242996216,0.329598993062973,3050226821
2025-01-16,0.37466299533843994,0.3762750029563904,0.3384830057621002,0.34554100036621094,3962352937
2025-01-17,0.36571699380874634,0.37811800837516785,0.35794100165367126,0.3746660053730011,3977860722
2025-01-18,0.4037269949913025,0.40849900245666504,0.3649750053882599,0.36567699909210205,6092248470
2025-01-19,0.385668009519577,0.42078301310539246,0.37656399607658386,0.4037010073661804,7138870170
2025-01-20,0.34799298644065857,0.39826399087905884,0.3427880108356476,0.385672003030777,9271488961
2025-01-21,0.34023401141166687,0.3733989894390106,0.3376320004463196,0.3479749858379364,8492039941
2025-01-22,0.35704898834228516,0.3864929974079132,0.3232490122318268,0.3402000069618225,9136217491
2025-01-23,0.3488219976425171,0.35852399468421936,0.3417870104312897,0.3570590019226074,2824830926
2025-01-24,0.3382920026779175,0.3497470021247864,0.3293040096759796,0.3487490117549896,2969573905
2025-01-25,0.3339270055294037,0.3469119966030121,0.3285430073738098,0.3382430076599121,2021028532
2025-01-26,0.33684900403022766,0.3423829972743988,0.3294070065021515,0.3339320123195648,1429033807
2025-01-27,0.3213050067424774,0.3399890065193176,0.32127299904823303,0.33685800433158875,1206875808
2025-01-28,0.3198240101337433,0.3217580020427704,0.29422101378440857,0.32130101323127747,4266586657
2025-01-29,0.30599701404571533,0.3244589865207672,0.3028390109539032,0.31982100009918213,1936537490
2025-01-30,0.31067198514938354,0.3202599883079529,0.3058069944381714,0.30599701404571533,1900596627
2025-01-31,0.31885001063346863,0.3239800035953522,0.3096820116043091,0.31067800521850586,1313383734
2025-02-01,0.3172590136528015,0.3281860053539276,0.31259098649024963,0.31884899735450745,1733380008
2025-02-02,0.2975560128688812,0.3203139901161194,0.2936069965362549,0.31725800037384033,1522290155
2025-02-03,0.26105600595474243,0.3035700023174286,0.24853000044822693,0.2975749969482422,5471941883
2025-02-04,0.27594900131225586,0.2826420068740845,0.2070319950580597,0.2610569894313812,10657658292
2025-02-05,0.25468501448631287,0.2795979976654053,0.24693499505519867,0.2759610116481781,4152737238
2025-02-06,0.24640999734401703,0.25836798548698425,0.2441900074481964,0.25466999411582947,1748427930
2025-02-07,0.23888200521469116,0.255717009305954,0.23490500450134277,0.24640899896621704,1822391553
2025-02-08,0.2387000024318695,0.2518180012702942,0.23187799751758575,0.23887699842453003,1976698313
2025-02-09,0.2452230006456375,0.24585500359535217,0.2371309995651245,0.2387000024318695,957768421
2025-02-10,0.241798996925354,0.251583993434906,0.2335669994354248,0.24522200226783752,1204753357
2025-02-11,0.24780799448490143,0.24832899868488312,0.23489199578762054,0.24179799854755402,1303397911
2025-02-12,0.2442290037870407,0.26120099425315857,0.24031199514865875,0.24781300127506256,1660765628
2025-02-13,0.254148006439209,0.2571110129356384,0.24051600694656372,0.2442290037870407,1875640030
2025-02-14,0.2509070038795471,0.25670599937438965,0.24447399377822876,0.2541559934616089,1426442193
2025-02-15,0.25906598567962646,0.27155598998069763,0.24993300437927246,0.25090599060058594,2210726201
2025-02-16,0.258994996547699,0.2693760097026825,0.25634199380874634,0.2590689957141876,1548456284
2025-02-17,0.25335800647735596,0.2609890103340149,0.2518729865550995,0.25899699330329895,924300665
2025-02-18,0.2461950033903122,0.25637099146842957,0.24279600381851196,0.25337499380111694,1305937104
2025-02-19,0.2401369959115982,0.24780899286270142,0.23226599395275116,0.2461950033903122,1532721847
2025-02-20,0.2444780021905899,0.2448440045118332,0.2386229932308197,0.24013899266719818,966828576
2025-02-21,0.24271200597286224,0.24617800116539001,0.2392120063304901,0.24447700381278992,1066039684
2025-02-22,0.22868600487709045,0.24905100464820862,0.22457799315452576,0.24270999431610107,1934793319
2025-02-23,0.2358960062265396,0.23679600656032562,0.22776000201702118,0.22869199514389038,891172566
2025-02-24,0.23202399909496307,0.23657600581645966,0.22973300516605377,0.2358960062265396,675556871
2025-02-25,0.20108099281787872,0.23263700306415558,0.1990019977092743,0.23202300071716309,2140586597
2025-02-26,0.201882004737854,0.20343400537967682,0.18798400461673737,0.20109400153160095,3262943021
2025-02-27,0.19597700238227844,0.2032269984483719,0.18722300231456757,0.20081700384616852,1926389062
2025-02-28,0.19898299872875214,0.20152999460697174,0.19213099777698517,0.19341300427913666,1318010358
